tblkey,module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,comments,year,semester
860,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person740,5,2,4,redacted,2017,1
861,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person007,5,3,5,redacted,2017,1
862,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person610,4,2,4,redacted,2017,1
863,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person114,5,5,5,redacted,2017,1
864,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person308,5,5,5,redacted,2017,1
865,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person913,3,3,3,redacted,2017,1
866,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person288,5,5,5,redacted,2017,1
867,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person385,0,0,0,redacted,2017,1
868,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person877,2,2,2,redacted,2017,1
869,MOD020,redacted,10438,MPsych Advanced Psychology,redacted,Person709,0,0,0,redacted,2017,1
870,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
871,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person833,4,4,4,redacted,2017,1
872,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
873,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person007,4,4,4,redacted,2017,1
874,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
875,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
876,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
877,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
878,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
879,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
880,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
881,MOD020,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,Person709,5,4,5,redacted,2017,1
882,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
883,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person833,2,3,3,redacted,2017,1
884,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
885,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person007,4,2,3,redacted,2017,1
886,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
887,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
888,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
889,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
890,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person288,2,3,3,redacted,2017,1
891,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
892,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
893,MOD020,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,Person709,4,4,4,redacted,2017,1
894,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person455,5,5,5,redacted,2017,1
895,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person833,4,4,4,redacted,2017,1
896,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person740,5,5,5,redacted,2017,1
897,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person007,5,5,5,redacted,2017,1
898,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
899,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
900,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person308,5,5,5,redacted,2017,1
901,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person913,0,0,0,redacted,2017,1
902,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person288,5,5,5,redacted,2017,1
903,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person385,5,5,5,redacted,2017,1
904,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
905,MOD020,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
906,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person455,5,4,4,redacted,2017,1
907,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person833,3,3,3,redacted,2017,1
908,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person740,4,4,4,redacted,2017,1
909,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person007,4,4,4,redacted,2017,1
910,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person610,4,4,5,redacted,2017,1
911,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person114,4,4,4,redacted,2017,1
912,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person308,4,5,5,redacted,2017,1
913,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person913,4,4,4,redacted,2017,1
914,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person288,4,5,5,redacted,2017,1
915,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person385,5,5,5,redacted,2017,1
916,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person877,5,5,5,redacted,2017,1
917,MOD020,redacted,10656,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person709,0,0,0,redacted,2017,1
918,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person455,4,5,5,redacted,2017,1
919,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person833,5,4,5,redacted,2017,1
920,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person740,5,5,5,redacted,2017,1
921,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person007,4,3,4,redacted,2017,1
922,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
923,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person114,4,3,4,redacted,2017,1
924,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
925,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
926,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person288,5,5,5,redacted,2017,1
927,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person385,4,4,4,redacted,2017,1
928,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
929,MOD020,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
930,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
931,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person833,4,3,4,redacted,2017,1
932,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
933,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person007,4,4,4,redacted,2017,1
934,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
935,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person114,5,5,5,redacted,2017,1
936,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person308,4,5,5,redacted,2017,1
937,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person913,5,5,5,redacted,2017,1
938,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
939,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
940,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person877,5,4,5,redacted,2017,1
941,MOD020,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
942,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person455,5,4,5,redacted,2017,1
943,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person833,4,4,4,redacted,2017,1
944,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person740,5,4,4,redacted,2017,1
945,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person007,4,3,4,redacted,2017,1
946,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person610,3,2,2,redacted,2017,1
947,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person114,5,5,5,redacted,2017,1
948,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person308,5,5,5,redacted,2017,1
949,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person913,5,5,5,redacted,2017,1
950,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person288,5,3,4,redacted,2017,1
951,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
952,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
953,MOD020,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,Person709,5,4,4,redacted,2017,1
954,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
955,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person833,3,3,2,redacted,2017,1
956,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person740,5,4,5,redacted,2017,1
957,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person007,4,3,4,redacted,2017,1
958,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person610,3,2,3,redacted,2017,1
959,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person114,4,5,4,redacted,2017,1
960,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
961,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
962,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person288,5,4,4,redacted,2017,1
963,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person385,4,3,4,redacted,2017,1
964,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
965,MOD020,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
966,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
967,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person833,4,2,4,redacted,2017,1
968,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
969,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person007,5,5,5,redacted,2017,1
970,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person610,4,2,4,redacted,2017,1
971,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person114,5,5,5,redacted,2017,1
972,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person308,4,5,4,redacted,2017,1
973,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person913,5,5,5,redacted,2017,1
974,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
975,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
976,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
977,MOD020,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,Person709,5,4,5,redacted,2017,1
978,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person455,5,4,4,redacted,2017,1
979,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person833,5,4,4,redacted,2017,1
980,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person740,5,4,4,redacted,2017,1
981,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person007,5,4,4,redacted,2017,1
982,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person610,4,4,4,redacted,2017,1
983,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person114,4,4,4,redacted,2017,1
984,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person308,4,4,4,redacted,2017,1
985,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person913,4,4,4,redacted,2017,1
986,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person288,5,5,5,redacted,2017,1
987,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person385,0,0,0,redacted,2017,1
988,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person877,0,0,0,redacted,2017,1
989,MOD020,redacted,10582,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person709,4,4,4,redacted,2017,1
990,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person455,5,5,5,redacted,2017,1
991,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person833,4,4,4,redacted,2017,1
992,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person740,4,5,4,redacted,2017,1
993,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person007,5,4,4,redacted,2017,1
994,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person610,4,3,4,redacted,2017,1
995,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
996,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person308,5,4,4,redacted,2017,1
997,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person913,5,4,4,redacted,2017,1
998,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person288,4,3,4,redacted,2017,1
999,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person385,5,4,4,redacted,2017,1
1000,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1001,MOD020,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
1002,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1003,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person833,3,3,4,redacted,2017,1
1004,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person740,5,5,5,redacted,2017,1
1005,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person007,4,3,4,redacted,2017,1
1006,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person610,5,5,5,redacted,2017,1
1007,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person114,3,3,3,redacted,2017,1
1008,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person308,5,5,5,redacted,2017,1
1009,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person913,3,3,3,redacted,2017,1
1010,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person288,5,5,5,redacted,2017,1
1011,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person385,4,4,4,redacted,2017,1
1012,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person877,3,3,3,redacted,2017,1
1013,MOD020,redacted,10498,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person709,3,3,3,redacted,2017,1
1014,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person455,5,5,5,redacted,2017,1
1015,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person833,1,0,1,redacted,2017,1
1016,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person740,5,5,5,redacted,2017,1
1017,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person007,3,2,3,redacted,2017,1
1018,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person610,3,1,3,redacted,2017,1
1019,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person114,5,5,5,redacted,2017,1
1020,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person308,5,5,5,redacted,2017,1
1021,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person913,5,5,5,redacted,2017,1
1022,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person288,5,5,5,redacted,2017,1
1023,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1024,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1025,MOD020,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,Person709,1,2,1,redacted,2017,1
1026,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1027,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person833,4,1,3,redacted,2017,1
1028,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person740,4,2,4,redacted,2017,1
1029,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person007,2,2,3,redacted,2017,1
1030,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person610,4,2,2,redacted,2017,1
1031,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
1032,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person308,3,4,3,redacted,2017,1
1033,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
1034,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
1035,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1036,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1037,MOD020,redacted,10716,BSc (Hons) Psychology Stage 1,redacted,Person709,4,2,3,redacted,2017,1
1038,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1039,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person833,3,3,4,redacted,2017,1
1040,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
1041,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person007,4,3,4,redacted,2017,1
1042,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person610,3,3,3,redacted,2017,1
1043,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
1044,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
1045,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
1046,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
1047,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1048,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1049,MOD020,redacted,10520,BSc (Hons) Psychology Stage 1,redacted,Person709,4,4,4,redacted,2017,1
1050,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1051,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person833,3,3,4,redacted,2017,1
1052,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person740,5,4,4,redacted,2017,1
1053,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person007,2,3,3,redacted,2017,1
1054,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person610,4,3,4,redacted,2017,1
1055,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
1056,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
1057,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person913,5,4,4,redacted,2017,1
1058,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
1059,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1060,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1061,MOD020,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,Person709,5,4,4,redacted,2017,1
1062,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,5,redacted,2017,1
1063,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person833,4,4,5,redacted,2017,1
1064,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,5,redacted,2017,1
1065,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person007,5,5,5,redacted,2017,1
1066,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,5,redacted,2017,1
1067,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,5,redacted,2017,1
1068,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person308,4,5,5,redacted,2017,1
1069,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,5,redacted,2017,1
1070,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person288,5,5,5,redacted,2017,1
1071,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1072,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1073,MOD020,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,Person709,4,4,5,redacted,2017,1
1074,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1075,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person833,3,2,4,redacted,2017,1
1076,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
1077,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person007,4,2,4,redacted,2017,1
1078,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
1079,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
1080,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
1081,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
1082,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
1083,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1084,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
1085,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person709,4,4,4,redacted,2017,1
1086,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1087,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person833,5,4,4,redacted,2017,1
1088,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
1089,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person007,5,4,4,redacted,2017,1
1090,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,1
1091,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person114,4,4,4,redacted,2017,1
1092,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,1
1093,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person913,4,4,4,redacted,2017,1
1094,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,1
1095,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
1096,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person877,4,4,4,redacted,2017,1
1097,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
1098,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person455,4,4,4,redacted,2017,1
1099,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person833,5,4,4,redacted,2017,1
1100,MOD020,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,Person740,4,4,4,redacted,2017,1
